ScanningMode	2Theta/Theta
ScanningType	Continuos Scanning
X-Ray	40kV/40mA
DivSlit	2/3 deg.
DivH.L.Slit	10mm
SctSlit	2/3 deg.
RecSlit	0.3mm
Start	10
Stop	90
Step	0.02
Speed	2
Offset	0
43.56	0
43.58	16.6667
43.6	6.66667
43.62	6.66667
43.64	5
43.66	11.6667
43.68	11.6667
43.7	5
43.72	16.6667
43.74	13.3333
43.76	11.6667
43.78	5
43.8	5
43.82	11.6667
43.84	10
43.86	5
43.88	8.33333
43.9	13.3333
43.92	16.6667
43.94	15
43.96	26.6667
43.98	13.3333
44	13.3333
44.02	28.3333
44.04	48.3333
44.06	41.6667
44.08	46.6667
44.1	25
44.12	35
44.14	40
44.16	25
44.18	33.3333
44.2	21.6667
44.22	18.3333
44.24	13.3333
44.26	23.3333
44.28	16.6667
44.3	11.6667
44.32	18.3333
44.34	13.3333
44.36	10
44.38	11.6667
44.4	8.33333
44.42	5
44.44	11.6667
44.46	8.33333
44.48	10
44.5	13.3333
44.52	20
44.54	13.3333
44.56	15
44.58	15
44.6	6.66667
44.62	16.6667
44.64	20
44.66	5
44.68	11.6667
44.7	8.33333
44.72	16.6667
44.74	10
44.76	5
44.78	6.66667
44.8	6.66667
44.82	16.6667
44.84	11.6667
44.86	15
44.88	8.33333
44.9	16.6667
44.92	16.6667
44.94	13.3333
44.96	16.6667
44.98	13.3333
45	15
45.02	13.3333
45.04	8.33333
45.06	20
45.08	13.3333
45.1	16.6667
45.12	15
45.14	15
45.16	16.6667
45.18	13.3333
45.2	20
45.22	20
45.24	26.6667
45.26	8.33333
45.28	13.3333
45.3	11.6667
45.32	15
45.34	10
45.36	21.6667
45.38	20
45.4	25
45.42	15
45.44	25
45.46	20
45.48	16.6667
45.5	23.3333
45.52	18.3333
45.54	28.3333
45.56	28.3333
45.58	41.6667
45.6	31.6667
45.62	56.6667
45.64	41.6667
45.66	38.3333
45.68	25
45.7	28.3333
45.72	38.3333
45.74	45
45.76	26.6667
45.78	31.6667
45.8	43.3333
45.82	38.3333
45.84	45
45.86	26.6667
45.88	45
45.9	43.3333
45.92	38.3333
45.94	36.6667
45.96	51.6667
45.98	50
46	41.6667
46.02	55
46.04	76.6667
46.06	63.3333
46.08	53.3333
46.1	66.6667
46.12	51.6667
46.14	80
46.16	80
46.18	93.3333
46.2	95
46.22	108.333
46.24	88.3333
46.26	106.667
46.28	118.333
46.3	111.667
46.32	146.667
46.34	128.333
46.36	130
46.38	153.333
46.4	135
46.42	158.333
46.44	168.333
46.46	116.667
46.48	158.333
46.5	125
46.52	145
46.54	110
46.56	121.667
46.58	121.667
46.6	126.667
46.62	143.333
46.64	95
46.66	80
46.68	71.6667
46.7	71.6667
46.72	51.6667
46.74	73.3333
46.76	66.6667
46.78	50
46.8	41.6667
46.82	36.6667
46.84	28.3333
46.86	50
46.88	33.3333
46.9	46.6667
46.92	35
46.94	46.6667
46.96	43.3333
46.98	25
47	31.6667
47.02	30
47.04	31.6667
47.06	20
47.08	20
47.1	28.3333
47.12	20
47.14	35
47.16	21.6667
47.18	16.6667
47.2	15
47.22	21.6667
47.24	23.3333
47.26	13.3333
47.28	23.3333
47.3	18.3333
47.32	15
47.34	16.6667
47.36	15
47.38	20
47.4	15
47.42	16.6667
47.44	16.6667
47.46	25
47.48	10
47.5	15
47.52	20
47.54	20
47.56	15
47.58	16.6667
47.6	25
47.62	15
47.64	23.3333
47.66	35
47.68	48.3333
47.7	28.3333
47.72	20
47.74	25
47.76	26.6667
47.78	11.6667
47.8	20
47.82	20
47.84	21.6667
47.86	25
47.88	10
47.9	25
47.92	16.6667
47.94	10
47.96	8.33333
47.98	21.6667
48	10
48.02	15
48.04	8.33333
48.06	5
48.08	5
48.1	13.3333
48.12	6.66667
48.14	13.3333
48.16	1.66667
48.18	11.6667
48.2	15
48.22	8.33333
48.24	11.6667
48.26	8.33333
48.28	6.66667
48.3	5
48.32	3.33333
48.34	11.6667
48.36	3.33333
48.38	10
48.4	11.6667
48.42	8.33333
48.44	10
48.46	5
48.48	3.33333
48.5	5
48.52	10
48.54	18.3333
48.56	5
48.58	5
48.6	13.3333
48.62	5
48.64	11.6667
48.66	6.66667
48.68	3.33333
48.7	6.66667
48.72	8.33333
48.74	5
48.76	6.66667
48.78	5
48.8	5
48.82	8.33333
48.84	13.3333
48.86	11.6667
48.88	5
48.9	10
48.92	11.6667
48.94	11.6667
48.96	3.33333
48.98	1.66667
49	8.33333
49.02	15
49.04	8.33333
49.06	10
49.08	5
49.1	8.33333
49.12	10
49.14	15
49.16	10
49.18	10
49.2	8.33333
49.22	10
49.24	21.6667
49.26	6.66667
49.28	8.33333
49.3	10
49.32	6.66667
49.34	10
49.36	8.33333
49.38	8.33333
49.4	10
49.42	3.33333
49.44	5
49.46	8.33333
49.48	3.33333
49.5	3.33333
49.52	11.6667
49.54	11.6667
49.56	10
49.58	10
49.6	5
49.62	6.66667
49.64	13.3333
49.66	8.33333
49.68	15
49.7	6.66667
49.72	13.3333
49.74	8.33333
49.76	8.33333
49.78	13.3333
49.8	8.33333
49.82	15
49.84	26.6667
49.86	18.3333
49.88	28.3333
49.9	15
49.92	10
49.94	8.33333
49.96	15
49.98	25
50	15
50.02	16.6667
50.04	11.6667
50.06	23.3333
50.08	16.6667
50.1	13.3333
50.12	20
50.14	16.6667
50.16	13.3333
50.18	18.3333
50.2	10
50.22	6.66667
50.24	25
50.26	15
50.28	13.3333
50.3	6.66667
50.32	11.6667
50.34	11.6667
50.36	6.66667
50.38	8.33333
50.4	10
50.42	8.33333
50.44	1.66667
50.46	11.6667
50.48	18.3333
50.5	11.6667
50.52	5
50.54	5
50.56	6.66667
50.58	5
50.6	6.66667
50.62	13.3333
50.64	13.3333
50.66	6.66667
50.68	11.6667
50.7	8.33333
50.72	10
50.74	5
50.76	6.66667
50.78	5
50.8	15
50.82	5
50.84	5
50.86	6.66667
50.88	3.33333
50.9	13.3333
50.92	8.33333
50.94	8.33333
50.96	6.66667
50.98	3.33333
51	18.3333
51.02	8.33333
51.04	3.33333
51.06	10
51.08	15
51.1	8.33333
51.12	11.6667
51.14	6.66667
51.16	6.66667
51.18	5
51.2	8.33333
51.22	11.6667
51.24	6.66667
51.26	3.33333
51.28	10
51.3	8.33333
51.32	10
51.34	11.6667
51.36	10
51.38	6.66667
51.4	8.33333
51.42	10
51.44	13.3333
51.46	6.66667
51.48	10
51.5	3.33333
51.52	11.6667
51.54	11.6667
51.56	11.6667
51.58	10
51.6	10
51.62	20
51.64	18.3333
51.66	10
51.68	8.33333
51.7	10
51.72	16.6667
51.74	6.66667
51.76	5
51.78	6.66667
51.8	1.66667
51.82	8.33333
51.84	8.33333
51.86	8.33333
51.88	15
51.9	15
51.92	13.3333
51.94	16.6667
51.96	5
51.98	6.66667
52	8.33333
52.02	16.6667
52.04	8.33333
52.06	5
52.08	10
52.1	15
52.12	13.3333
52.14	10
52.16	18.3333
52.18	6.66667
52.2	8.33333
52.22	11.6667
52.24	8.33333
52.26	31.6667
52.28	8.33333
52.3	20
52.32	21.6667
52.34	15
52.36	18.3333
52.38	16.6667
52.4	15
52.42	8.33333
52.44	18.3333
52.46	10
52.48	6.66667
52.5	15
52.52	3.33333
52.54	13.3333
52.56	3.33333
52.58	6.66667
52.6	10
52.62	6.66667
52.64	8.33333
52.66	8.33333
52.68	11.6667
52.7	11.6667
52.72	11.6667
52.74	11.6667
52.76	6.66667
52.78	6.66667
52.8	5
52.82	10
52.84	13.3333
52.86	11.6667
52.88	11.6667
52.9	10
52.92	5
52.94	15
52.96	11.6667
52.98	15
53	6.66667
53.02	3.33333
53.04	11.6667
53.06	18.3333
53.08	1.66667
53.1	3.33333
53.12	8.33333
53.14	11.6667
53.16	5
53.18	15
53.2	15
53.22	8.33333
53.24	8.33333
53.26	8.33333
53.28	10
53.3	11.6667
53.32	6.66667
53.34	10
53.36	5
53.38	5
53.4	3.33333
53.42	5
53.44	8.33333
53.46	11.6667
53.48	13.3333
53.5	5
53.52	5
53.54	6.66667
53.56	6.66667
53.58	5
53.6	11.6667
53.62	10
53.64	5
53.66	3.33333
53.68	8.33333
53.7	1.66667
53.72	10
53.74	6.66667
53.76	5
53.78	8.33333
53.8	10
53.82	10
53.84	8.33333
53.86	5
53.88	13.3333
53.9	13.3333
53.92	10
53.94	11.6667
53.96	6.66667
53.98	13.3333
54	3.33333
54.02	5
54.04	6.66667
54.06	5
54.08	11.6667
54.1	6.66667
54.12	3.33333
54.14	8.33333
54.16	13.3333
54.18	10
54.2	5
54.22	8.33333
54.24	13.3333
54.26	5
54.28	5
54.3	16.6667
54.32	5
54.34	15
54.36	5
54.38	5
54.4	8.33333
54.42	6.66667
54.44	8.33333
54.46	5
54.48	11.6667
54.5	6.66667
54.52	5
54.54	0
54.56	5
54.58	10
54.6	8.33333
54.62	11.6667
54.64	8.33333
54.66	3.33333
54.68	10
54.7	8.33333
54.72	6.66667
54.74	3.33333
54.76	10
54.78	20
54.8	5
54.82	5
54.84	5
54.86	6.66667
54.88	5
54.9	15
54.92	3.33333
54.94	10
54.96	8.33333
54.98	8.33333
55	11.6667
55.02	11.6667
55.04	10
55.06	11.6667
55.08	13.3333
55.1	15
55.12	5
55.14	11.6667
55.16	5
55.18	10
55.2	8.33333
55.22	6.66667
55.24	6.66667
55.26	8.33333
55.28	5
55.3	3.33333
55.32	6.66667
55.34	11.6667
55.36	15
55.38	0
55.4	11.6667
55.42	5
55.44	10
55.46	10
55.48	3.33333
55.5	8.33333
55.52	5
55.54	15
55.56	10
55.58	5
55.6	8.33333
55.62	13.3333
55.64	11.6667
55.66	11.6667
55.68	15
55.7	3.33333
55.72	5
55.74	13.3333
55.76	11.6667
55.78	6.66667
55.8	8.33333
55.82	10
55.84	3.33333
55.86	16.6667
55.88	6.66667
55.9	10
55.92	11.6667
55.94	10
55.96	3.33333
55.98	5
56	10
56.02	11.6667
56.04	16.6667
56.06	25
56.08	16.6667
56.1	10
56.12	11.6667
56.14	6.66667
56.16	13.3333
56.18	13.3333
56.2	11.6667
56.22	15
56.24	13.3333
56.26	11.6667
56.28	13.3333
56.3	18.3333
56.32	15
56.34	20
56.36	18.3333
56.38	15
56.4	10
56.42	18.3333
56.44	16.6667
56.46	16.6667
56.48	5
56.5	8.33333
56.52	11.6667
56.54	16.6667
56.56	13.3333
56.58	15
56.6	13.3333
56.62	26.6667
56.64	8.33333
56.66	13.3333
56.68	16.6667
56.7	28.3333
56.72	18.3333
56.74	20
56.76	20
56.78	16.6667
56.8	28.3333
56.82	15
56.84	18.3333
56.86	11.6667
56.88	20
56.9	5
56.92	28.3333
56.94	16.6667
56.96	23.3333
56.98	26.6667
57	25
57.02	20
57.04	25
57.06	23.3333
57.08	16.6667
57.1	23.3333
57.12	35
57.14	35
57.16	20
57.18	36.6667
57.2	30
57.22	45
57.24	53.3333
57.26	33.3333
57.28	50
57.3	48.3333
57.32	53.3333
57.34	53.3333
57.36	45
57.38	56.6667
57.4	46.6667
57.42	56.6667
57.44	73.3333
57.46	56.6667
57.48	53.3333
57.5	78.3333
57.52	80
57.54	80
57.56	80
57.58	76.6667
57.6	110
57.62	101.667
57.64	91.6667
57.66	85
57.68	113.333
57.7	113.333
57.72	106.667
57.74	93.3333
57.76	118.333
57.78	88.3333
57.8	108.333
57.82	106.667
57.84	80
57.86	66.6667
57.88	73.3333
57.9	85
57.92	78.3333
57.94	71.6667
57.96	85
57.98	60
58	71.6667
58.02	55
58.04	53.3333
58.06	51.6667
58.08	51.6667
58.1	45
58.12	36.6667
58.14	48.3333
58.16	41.6667
58.18	38.3333
58.2	21.6667
58.22	33.3333
58.24	35
58.26	15
58.28	18.3333
58.3	26.6667
58.32	23.3333
58.34	41.6667
58.36	33.3333
58.38	28.3333
58.4	18.3333
58.42	21.6667
58.44	8.33333
58.46	18.3333
58.48	23.3333
58.5	13.3333
58.52	25
58.54	10
58.56	15
58.58	15
58.6	10
58.62	20
58.64	20
58.66	6.66667
58.68	18.3333
58.7	11.6667
58.72	6.66667
58.74	8.33333
58.76	13.3333
58.78	23.3333
58.8	23.3333
58.82	16.6667
58.84	20
58.86	18.3333
58.88	20
58.9	15
58.92	18.3333
58.94	11.6667
58.96	16.6667
58.98	31.6667
59	21.6667
59.02	13.3333
59.04	8.33333
59.06	5
59.08	13.3333
59.1	8.33333
59.12	13.3333
59.14	15
59.16	10
59.18	11.6667
59.2	13.3333
59.22	6.66667
59.24	8.33333
59.26	23.3333
59.28	5
59.3	6.66667
59.32	15
59.34	6.66667
59.36	10
59.38	8.33333
59.4	8.33333
59.42	10
59.44	8.33333
59.46	3.33333
59.48	15
59.5	6.66667
59.52	10
59.54	8.33333
59.56	16.6667
59.58	11.6667
59.6	20
59.62	16.6667
59.64	10
59.66	15
59.68	13.3333
59.7	11.6667
59.72	10
59.74	13.3333
59.76	10
59.78	13.3333
59.8	11.6667
59.82	15
59.84	21.6667
59.86	16.6667
59.88	8.33333
59.9	13.3333
59.92	5
59.94	8.33333
59.96	8.33333
59.98	8.33333
60	6.66667
60.02	5
60.04	15
60.06	6.66667
60.08	3.33333
60.1	3.33333
60.12	3.33333
60.14	6.66667
60.16	13.3333
60.18	6.66667
60.2	16.6667
60.22	6.66667
60.24	0
60.26	3.33333
60.28	3.33333
60.3	5
60.32	13.3333
60.34	13.3333
60.36	5
60.38	5
60.4	8.33333
60.42	8.33333
60.44	3.33333
60.46	16.6667
60.48	10
60.5	3.33333
60.52	13.3333
60.54	3.33333
60.56	11.6667
60.58	10
60.6	6.66667
60.62	8.33333
60.64	3.33333
60.66	3.33333
60.68	3.33333
60.7	10
60.72	6.66667
60.74	15
60.76	11.6667
60.78	8.33333
60.8	10
60.82	10
60.84	1.66667
60.86	13.3333
60.88	6.66667
60.9	11.6667
60.92	6.66667
60.94	15
60.96	10
60.98	11.6667
61	5
61.02	8.33333
61.04	3.33333
61.06	8.33333
61.08	5
61.1	3.33333
61.12	6.66667
61.14	6.66667
61.16	13.3333
61.18	3.33333
61.2	13.3333
61.22	8.33333
61.24	5
61.26	5
61.28	6.66667
61.3	15
61.32	6.66667
61.34	8.33333
61.36	5
61.38	11.6667
61.4	1.66667
61.42	8.33333
61.44	6.66667
61.46	3.33333
61.48	8.33333
61.5	6.66667
61.52	5
61.54	10
61.56	5
61.58	8.33333
61.6	6.66667
61.62	3.33333
61.64	3.33333
61.66	5
61.68	10
61.7	8.33333
61.72	0
61.74	15
61.76	6.66667
61.78	10
61.8	3.33333
61.82	6.66667
61.84	3.33333
61.86	8.33333
61.88	5
61.9	8.33333
61.92	5
61.94	3.33333
61.96	8.33333
61.98	3.33333
62	6.66667
62.02	5
62.04	8.33333
62.06	8.33333
62.08	5
62.1	6.66667
62.12	8.33333
62.14	6.66667
62.16	3.33333
62.18	11.6667
62.2	5
62.22	3.33333
62.24	6.66667
62.26	5
62.28	6.66667
62.3	8.33333
62.32	5
62.34	13.3333
62.36	5
62.38	5
62.4	6.66667
62.42	11.6667
62.44	10
62.46	3.33333
62.48	8.33333
62.5	6.66667
62.52	3.33333
62.54	21.6667
62.56	5
62.58	6.66667
62.6	10
62.62	5
62.64	5
62.66	8.33333
62.68	8.33333
62.7	6.66667
62.72	6.66667
62.74	6.66667
62.76	6.66667
62.78	8.33333
62.8	6.66667
62.82	6.66667
62.84	8.33333
62.86	10
62.88	8.33333
62.9	3.33333
62.92	11.6667
62.94	6.66667
62.96	13.3333
62.98	6.66667
63	8.33333
63.02	5
63.04	6.66667
63.06	8.33333
63.08	13.3333
63.1	6.66667
63.12	11.6667
63.14	11.6667
63.16	6.66667
63.18	6.66667
63.2	6.66667
63.22	8.33333
63.24	5
63.26	8.33333
63.28	1.66667
63.3	5
63.32	8.33333
63.34	15
63.36	8.33333
63.38	11.6667
63.4	11.6667
63.42	5
63.44	11.6667
63.46	5
63.48	8.33333
63.5	13.3333
63.52	11.6667
63.54	6.66667
63.56	10
63.58	10
63.6	1.66667
63.62	10
63.64	6.66667
63.66	10
63.68	3.33333
63.7	10
63.72	5
63.74	8.33333
63.76	8.33333
63.78	5
63.8	16.6667
63.82	15
63.84	6.66667
63.86	10
63.88	10
63.9	10
63.92	8.33333
63.94	5
63.96	21.6667
63.98	8.33333
64	6.66667
64.02	6.66667
64.04	11.6667
64.06	11.6667
64.08	8.33333
64.1	5
64.12	8.33333
64.14	13.3333
64.16	8.33333
64.18	5
64.2	8.33333
64.22	15
64.24	5
64.26	15
64.28	8.33333
64.3	1.66667
64.32	6.66667
64.34	3.33333
64.36	13.3333
64.38	6.66667
64.4	6.66667
64.42	8.33333
64.44	6.66667
64.46	5
64.48	6.66667
64.5	3.33333
64.52	8.33333
64.54	5
64.56	5
64.58	8.33333
64.6	8.33333
64.62	1.66667
64.64	13.3333
64.66	8.33333
64.68	8.33333
64.7	8.33333
64.72	8.33333
64.74	18.3333
64.76	3.33333
64.78	8.33333
64.8	6.66667
64.82	3.33333
64.84	8.33333
64.86	6.66667
64.88	10
64.9	10
64.92	6.66667
64.94	6.66667
64.96	10
64.98	11.6667
65	8.33333
65.02	8.33333
65.04	6.66667
65.06	6.66667
65.08	6.66667
65.1	10
65.12	8.33333
65.14	10
65.16	6.66667
65.18	8.33333
65.2	6.66667
65.22	5
65.24	8.33333
65.26	11.6667
65.28	15
65.3	13.3333
65.32	13.3333
65.34	10
65.36	6.66667
65.38	11.6667
65.4	1.66667
65.42	11.6667
65.44	10
65.46	6.66667
65.48	10
65.5	5
65.52	10
65.54	6.66667
65.56	6.66667
65.58	13.3333
65.6	5
65.62	16.6667
65.64	15
65.66	13.3333
65.68	6.66667
65.7	11.6667
65.72	15
65.74	8.33333
65.76	6.66667
65.78	11.6667
65.8	3.33333
65.82	10
65.84	3.33333
65.86	8.33333
65.88	8.33333
65.9	5
65.92	10
65.94	8.33333
65.96	8.33333
65.98	8.33333
66	11.6667
66.02	6.66667
66.04	11.6667
66.06	13.3333
66.08	5
66.1	6.66667
66.12	13.3333
66.14	6.66667
66.16	3.33333
66.18	6.66667
66.2	13.3333
66.22	15
66.24	10
66.26	10
66.28	13.3333
66.3	13.3333
66.32	3.33333
66.34	11.6667
66.36	13.3333
66.38	15
66.4	11.6667
66.42	16.6667
66.44	16.6667
66.46	11.6667
66.48	10
66.5	16.6667
66.52	13.3333
66.54	16.6667
66.56	16.6667
66.58	3.33333
66.6	6.66667
66.62	10
66.64	6.66667
66.66	20
66.68	16.6667
66.7	16.6667
66.72	20
66.74	15
66.76	11.6667
66.78	18.3333
66.8	11.6667
66.82	10
66.84	18.3333
66.86	11.6667
66.88	18.3333
66.9	6.66667
66.92	26.6667
66.94	16.6667
66.96	23.3333
66.98	10
67	20
67.02	10
67.04	16.6667
67.06	18.3333
67.08	28.3333
67.1	13.3333
67.12	16.6667
67.14	21.6667
67.16	13.3333
67.18	16.6667
67.2	25
67.22	28.3333
67.24	15
67.26	31.6667
67.28	33.3333
67.3	15
67.32	21.6667
67.34	28.3333
67.36	38.3333
67.38	16.6667
67.4	41.6667
67.42	35
67.44	23.3333
67.46	46.6667
67.48	30
67.5	35
67.52	45
67.54	55
67.56	56.6667
67.58	31.6667
67.6	51.6667
67.62	43.3333
67.64	61.6667
67.66	76.6667
67.68	70
67.7	48.3333
67.72	58.3333
67.74	50
67.76	55
67.78	76.6667
67.8	51.6667
67.82	61.6667
67.84	41.6667
67.86	66.6667
67.88	50
67.9	71.6667
67.92	40
67.94	60
67.96	48.3333
67.98	35
68	43.3333
68.02	38.3333
68.04	48.3333
68.06	18.3333
68.08	38.3333
68.1	38.3333
68.12	26.6667
68.14	26.6667
68.16	21.6667
68.18	16.6667
68.2	16.6667
68.22	23.3333
68.24	20
68.26	21.6667
68.28	13.3333
68.3	15
68.32	23.3333
68.34	18.3333
68.36	13.3333
68.38	11.6667
68.4	20
68.42	8.33333
68.44	25
68.46	16.6667
68.48	16.6667
68.5	20
68.52	13.3333
68.54	18.3333
68.56	8.33333
68.58	13.3333
68.6	15
68.62	10
68.64	13.3333
68.66	15
68.68	13.3333
68.7	10
68.72	8.33333
68.74	10
68.76	11.6667
68.78	8.33333
68.8	8.33333
68.82	16.6667
68.84	10
68.86	8.33333
68.88	13.3333
68.9	8.33333
68.92	5
68.94	5
68.96	3.33333
68.98	8.33333
69	11.6667
69.02	8.33333
69.04	10
69.06	10
69.08	5
69.1	11.6667
69.12	3.33333
69.14	15
69.16	5
69.18	8.33333
69.2	5
69.22	3.33333
69.24	10
69.26	5
69.28	11.6667
69.3	16.6667
69.32	6.66667
69.34	8.33333
69.36	1.66667
69.38	10
69.4	13.3333
69.42	5
69.44	1.66667
69.46	6.66667
69.48	16.6667
69.5	0
69.52	11.6667
69.54	11.6667
69.56	3.33333
69.58	11.6667
69.6	10
69.62	5
69.64	10
69.66	3.33333
69.68	13.3333
69.7	5
69.72	6.66667
69.74	5
69.76	5
69.78	10
69.8	5
69.82	3.33333
69.84	5
69.86	15
69.88	3.33333
69.9	1.66667
69.92	15
69.94	8.33333
69.96	13.3333
69.98	3.33333
70	3.33333
70.02	10
70.04	3.33333
70.06	5
70.08	11.6667
70.1	11.6667
70.12	6.66667
70.14	6.66667
70.16	8.33333
70.18	10
70.2	10
70.22	1.66667
70.24	6.66667
70.26	5
70.28	3.33333
70.3	11.6667
70.32	10
70.34	5
70.36	3.33333
70.38	5
70.4	5
70.42	5
70.44	1.66667
70.46	13.3333
70.48	3.33333
70.5	0
70.52	5
70.54	3.33333
70.56	1.66667
70.58	5
70.6	8.33333
70.62	6.66667
70.64	6.66667
70.66	5
70.68	10
70.7	8.33333
70.72	6.66667
70.74	8.33333
70.76	10
70.78	6.66667
70.8	1.66667
70.82	6.66667
70.84	8.33333
70.86	11.6667
70.88	5
70.9	3.33333
70.92	13.3333
70.94	10
70.96	8.33333
70.98	6.66667
71	0
71.02	10
71.04	3.33333
71.06	3.33333
71.08	6.66667
71.1	5
71.12	3.33333
71.14	11.6667
71.16	1.66667
71.18	3.33333
71.2	5
71.22	11.6667
71.24	6.66667
71.26	10
71.28	0
71.3	0
71.32	8.33333
71.34	6.66667
71.36	10
71.38	5
71.4	15
71.42	3.33333
71.44	3.33333
71.46	15
71.48	5
71.5	6.66667
71.52	6.66667
71.54	6.66667
71.56	13.3333
71.58	11.6667
71.6	18.3333
71.62	3.33333
71.64	5
71.66	5
71.68	5
71.7	13.3333
71.72	1.66667
71.74	13.3333
71.76	5
71.78	5
71.8	8.33333
71.82	15
71.84	6.66667
71.86	5
71.88	6.66667
71.9	8.33333
71.92	6.66667
71.94	13.3333
71.96	8.33333
71.98	11.6667
72	6.66667
72.02	10
72.04	16.6667
72.06	8.33333
72.08	10
72.1	10
72.12	13.3333
72.14	8.33333
72.16	13.3333
72.18	11.6667
72.2	6.66667
72.22	11.6667
72.24	5
72.26	13.3333
72.28	16.6667
72.3	13.3333
72.32	6.66667
72.34	8.33333
72.36	11.6667
72.38	8.33333
72.4	8.33333
72.42	10
72.44	6.66667
72.46	13.3333
72.48	8.33333
72.5	11.6667
72.52	10
72.54	13.3333
72.56	6.66667
72.58	13.3333
72.6	16.6667
72.62	6.66667
72.64	13.3333
72.66	5
72.68	10
72.7	10
72.72	10
72.74	5
72.76	8.33333
72.78	10
72.8	13.3333
72.82	6.66667
72.84	5
72.86	11.6667
72.88	6.66667
72.9	11.6667
72.92	20
72.94	20
72.96	6.66667
72.98	6.66667
73	13.3333
73.02	6.66667
73.04	11.6667
73.06	10
73.08	13.3333
73.1	8.33333
73.12	5
73.14	3.33333
73.16	3.33333
73.18	5
73.2	3.33333
73.22	6.66667
73.24	11.6667
73.26	5
73.28	8.33333
73.3	6.66667
73.32	5
73.34	10
73.36	6.66667
73.38	10
73.4	5
73.42	6.66667
73.44	16.6667
73.46	8.33333
73.48	10
73.5	15
73.52	10
73.54	6.66667
73.56	10
73.58	8.33333
73.6	16.6667
73.62	15
73.64	6.66667
73.66	10
73.68	5
73.7	5
73.72	10
73.74	11.6667
73.76	15
73.78	10
73.8	11.6667
73.82	10
73.84	8.33333
73.86	5
73.88	21.6667
73.9	13.3333
73.92	5
73.94	15
73.96	8.33333
73.98	5
74	10
74.02	16.6667
74.04	8.33333
74.06	3.33333
74.08	8.33333
74.1	10
74.12	10
74.14	6.66667
74.16	15
74.18	3.33333
74.2	8.33333
74.22	13.3333
74.24	8.33333
74.26	10
74.28	8.33333
74.3	8.33333
74.32	10
74.34	10
74.36	6.66667
74.38	8.33333
74.4	18.3333
74.42	8.33333
74.44	6.66667
74.46	6.66667
74.48	5
74.5	10
74.52	13.3333
74.54	1.66667
74.56	5
74.58	3.33333
74.6	5
74.62	8.33333
74.64	15
74.66	3.33333
74.68	10
74.7	6.66667
74.72	3.33333
74.74	11.6667
74.76	3.33333
74.78	10
74.8	6.66667
74.82	13.3333
74.84	8.33333
74.86	1.66667
74.88	8.33333
74.9	8.33333
74.92	8.33333
74.94	8.33333
74.96	10
74.98	11.6667
75	6.66667
75.02	13.3333
75.04	5
75.06	6.66667
75.08	6.66667
75.1	11.6667
75.12	5
75.14	6.66667
75.16	10
75.18	21.6667
75.2	6.66667
75.22	6.66667
75.24	8.33333
75.26	10
75.28	11.6667
75.3	8.33333
75.32	5
75.34	15
75.36	5
75.38	8.33333
75.4	8.33333
75.42	6.66667
75.44	10
75.46	8.33333
75.48	16.6667
75.5	10
75.52	6.66667
75.54	8.33333
75.56	8.33333
75.58	8.33333
75.6	3.33333
75.62	13.3333
75.64	8.33333
75.66	5
75.68	8.33333
75.7	11.6667
75.72	15
75.74	5
75.76	5
75.78	10
75.8	16.6667
75.82	10
75.84	8.33333
75.86	3.33333
75.88	8.33333
75.9	6.66667
75.92	10
75.94	6.66667
75.96	18.3333
75.98	25
76	13.3333
76.02	6.66667
76.04	18.3333
76.06	11.6667
76.08	21.6667
76.1	13.3333
76.12	11.6667
76.14	15
76.16	13.3333
76.18	10
76.2	10
76.22	6.66667
76.24	6.66667
76.26	6.66667
76.28	6.66667
76.3	6.66667
76.32	11.6667
76.34	18.3333
76.36	11.6667
76.38	6.66667
76.4	11.6667
76.42	15
76.44	16.6667
76.46	6.66667
76.48	13.3333
76.5	11.6667
76.52	28.3333
76.54	15
76.56	13.3333
76.58	20
76.6	13.3333
76.62	23.3333
76.64	23.3333
76.66	20
76.68	15
76.7	26.6667
76.72	20
76.74	38.3333
76.76	30
76.78	30
76.8	31.6667
76.82	25
76.84	21.6667
76.86	26.6667
76.88	28.3333
76.9	23.3333
76.92	40
76.94	30
76.96	45
76.98	45
77	25
77.02	33.3333
77.04	33.3333
77.06	43.3333
77.08	46.6667
77.1	43.3333
77.12	33.3333
77.14	46.6667
77.16	46.6667
77.18	31.6667
77.2	40
77.22	35
77.24	21.6667
77.26	26.6667
77.28	31.6667
77.3	23.3333
77.32	35
77.34	30
77.36	45
77.38	26.6667
77.4	25
77.42	21.6667
77.44	23.3333
77.46	18.3333
77.48	20
77.5	23.3333
77.52	25
77.54	20
77.56	20
77.58	25
77.6	25
77.62	25
77.64	16.6667
77.66	21.6667
77.68	18.3333
77.7	13.3333
77.72	25
77.74	13.3333
77.76	13.3333
77.78	16.6667
77.8	15
77.82	13.3333
77.84	8.33333
77.86	6.66667
77.88	20
77.9	15
77.92	10
77.94	6.66667
77.96	8.33333
77.98	6.66667
78	6.66667
78.02	16.6667
78.04	5
78.06	15
78.08	15
78.1	16.6667
78.12	6.66667
78.14	10
78.16	13.3333
78.18	8.33333
78.2	3.33333
78.22	15
78.24	6.66667
78.26	6.66667
78.28	8.33333
78.3	10
78.32	21.6667
78.34	11.6667
78.36	6.66667
78.38	8.33333
78.4	8.33333
78.42	10
78.44	6.66667
78.46	5
78.48	11.6667
78.5	5
78.52	6.66667
78.54	16.6667
78.56	6.66667
78.58	5
